,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,target
0,866.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.1666666666665,0.0,0.0,0.0,261.6666666666667,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333336,0.0,0.0,0.0,127.83333333333331,395.16666666666674,0.0,0.0,0.0,3.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.0,2087.833333333333,88.83333333333331,42.333333333333336,23.33333333333333,16.0,13.0,7.5,6.333333333333332,6.333333333333332,92.83333333333331,7.166666666666668,8.5,10.0,12.666666666666664,27.5,37.66666666666666,100.33333333333331,142.5,0.018258885432647427,0.01782813538675241,0.018206167364839883,0.01779533171070591,825.1974040354334,955.1411122822244,837.4843134842515,989.6027032054058,0.3122650465275684,0.1995066807966617,0.29691015469871,0.17062325036476764,12.108042813325104,12.143301970610215,12.117335676607349,12.163268972003529,10
1,845.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.1666666666667,0.3333333333333333,0.0,0.0,202.33333333333331,57.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16666666666666,0.0,0.0,0.0,215.5,227.83333333333331,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.833333333333332,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,2118.833333333333,87.83333333333331,44.5,28.66666666666667,19.33333333333333,11.833333333333336,10.166666666666666,10.0,8.5,95.66666666666669,9.333333333333334,10.5,17.666666666666668,17.0,27.0,42.16666666666666,84.66666666666667,87.0,0.019144942131787537,0.018754294518665414,0.019177922926452585,0.01867912587991146,706.2875246062982,837.9978299956598,703.4257504921259,830.0968441936877,0.33594035225181235,0.2081966401873572,0.34027249057678616,0.21598434593233998,11.955227266831796,11.995075416774617,11.951688000912206,12.009664381484571,10
2,926.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.3333333333335,0.0,0.0,0.0,285.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.166666666666668,0.0,0.0,0.0,176.5,352.66666666666674,0.0,0.0,0.0,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833333333333334,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,2065.5,88.5,41.16666666666666,23.66666666666667,15.833333333333336,11.666666666666664,9.833333333333334,5.166666666666667,5.666666666666668,97.0,11.0,7.333333333333332,9.333333333333334,19.5,27.66666666666667,53.66666666666666,98.66666666666669,139.5,0.017947423748829218,0.017532446764371712,0.017900765582872208,0.017445407113842296,832.89437746063,967.137454274908,837.3908095472448,1037.4991629983251,0.3371491970041981,0.2264900408651137,0.32877974511991004,0.1703114175325758,12.147013482925956,12.192079996583347,12.14972107801102,12.20091596286037,10
3,913.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,1.0,0.0,0.0,249.83333333333331,37.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666664,0.0,0.0,0.0,124.66666666666669,371.83333333333326,0.0,0.0,0.0,5.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333336,2.0,0.0,0.0,0.3333333333333333,3.0,0.0,2075.5,100.16666666666669,36.833333333333336,30.16666666666667,13.0,9.833333333333334,8.166666666666666,7.666666666666668,6.833333333333332,93.5,7.666666666666668,6.166666666666668,14.166666666666664,13.666666666666664,21.5,41.0,86.33333333333331,158.5,0.01805274978640166,0.01752367450951553,0.018066788755689588,0.017593074605192174,908.8954232283467,1042.0543741087477,872.6365034448811,1108.9935519871024,0.3540805987350409,0.2596222112579584,0.3785759781209579,0.21214297553810904,12.16614506774674,12.208947689269188,12.158229316232829,12.216506213491733,10
4,722.1666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.66666666666663,1.3333333333333333,0.0,0.0,572.5,99.16666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,535.3333333333334,552.5,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2066.6666666666665,76.0,53.5,46.5,23.16666666666667,17.5,15.0,12.333333333333336,12.166666666666664,102.0,14.833333333333336,16.5,19.5,28.0,33.333333333333336,63.66666666666666,86.0,44.0,0.021004723091781283,0.01980484276447601,0.021130278889454398,0.019748280430882045,230.56428395669315,366.0931241862481,233.0527189960632,373.6412052824102,0.5336532509163099,0.2599699571412635,0.5297362858827402,0.2447174577463391,11.42233590739125,11.586744104789936,11.413684363619971,11.59107925678235,11
5,671.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.33333333333331,2.0,0.0,0.0,682.6666666666666,194.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.66666666666674,584.0,0.0,0.0,0.0,2.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,78.33333333333333,62.66666666666666,38.16666666666666,27.33333333333333,19.166666666666668,17.166666666666668,16.833333333333332,11.0,97.33333333333331,11.5,17.666666666666668,22.83333333333333,25.83333333333333,41.5,65.16666666666667,90.66666666666669,43.5,0.023060940393164118,0.0213270513519956,0.023078983795075586,0.02136198954537154,166.98425196850408,278.74245148490263,182.8271407480317,289.59563519127016,0.6198601943279707,0.3657321246474952,0.5841848623725883,0.3410165769843512,11.172476475143707,11.382746992815376,11.181142132070788,11.386402120046695,11
6,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,1.8333333333333333,0.0,0.0,166.16666666666666,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,0.0,0.0,0.0,508.33333333333326,249.5,0.0,0.0,0.0,4.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,22.16666666666667,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,2082.1666666666665,88.33333333333331,48.0,30.66666666666667,22.83333333333333,15.333333333333336,14.0,11.666666666666664,8.666666666666666,96.66666666666669,8.0,12.0,11.333333333333336,21.166666666666668,30.0,52.16666666666666,88.33333333333331,89.33333333333331,0.01879182764777546,0.018229618023276384,0.01870726162278368,0.018227087449879047,663.1504675196851,821.0826461652921,646.6377337598421,838.9420918841832,0.4154625172933902,0.2762223735975169,0.4304985302491176,0.26044590074313473,12.017049949283484,12.073388970642352,12.02286764388114,12.08151764640404,10
7,904.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.3333333333335,0.6666666666666666,0.0,0.0,219.83333333333331,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.33333333333334,0.0,0.0,0.0,404.0,306.1666666666667,0.0,0.0,0.0,3.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83333333333333,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,2067.5,80.83333333333333,53.16666666666666,31.0,22.33333333333333,12.5,12.0,9.333333333333334,6.833333333333332,96.16666666666669,10.0,14.0,13.833333333333336,21.83333333333333,29.16666666666667,48.5,96.33333333333331,105.33333333333331,0.01951087135911547,0.01893015175325194,0.019412288255496717,0.01895734268092256,722.8849040354321,875.1586583173157,653.9929256889767,865.9238018476035,0.3962147909539582,0.26866268316142283,0.4527840622957506,0.2763761960127761,11.968512308621733,12.027698980586033,11.9654073625625,12.020356627964347,10
8,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.66666666666674,1.8333333333333333,0.0,0.0,538.3333333333334,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333333333,0.0,0.0,0.0,620.6666666666666,296.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2071.333333333333,77.33333333333333,58.66666666666666,39.333333333333336,27.0,16.333333333333332,18.166666666666668,12.0,12.333333333333336,100.0,13.333333333333336,21.83333333333333,19.666666666666668,29.83333333333333,33.0,67.0,79.66666666666667,33.833333333333336,0.020740570640625868,0.019470506937443732,0.02113726218203486,0.019412178428223282,228.87906003937024,358.4731229462458,218.94728100393726,361.30925661851296,0.5616980770839785,0.31449179274586514,0.5813947662140512,0.3090189490057309,11.460383720879474,11.628483435720847,11.424170371515624,11.631751904024904,11
9,696.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.3333333333333,1.0,0.0,0.0,536.3333333333334,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,667.8333333333334,414.16666666666674,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2077.1666666666665,77.33333333333333,60.5,36.66666666666666,29.33333333333333,20.33333333333333,17.0,11.666666666666664,11.833333333333336,100.33333333333331,14.0,21.0,17.333333333333332,28.16666666666667,33.5,61.0,85.66666666666667,27.83333333333333,0.02078158210444853,0.0194303878025728,0.021033168932314168,0.01950561739281576,231.7325910433073,375.9660859321715,235.25529035433084,373.8279496558992,0.5559560877448317,0.27794890267911304,0.5474575005318906,0.28209048629727457,11.457331323043597,11.638102211408064,11.444154026825633,11.627404553117607,11
